FirstName;LastName;Post;Course;Group
Дуванова;Зинаида;Lecturer;2;201
Мирова;Валентина;Academic;4;406
Русинов;Георгий;Academic;4;406
Кабаидзе;Петр;Dean;5;508
Шилова;Анфиса;Professor;3;304
Саврасова;Влада;Student;1;101
Кузнецов;Илья;Lecturer;2;201
Таначёв;Никита;Dean;5;508
Дыховичный;Фома;Professor;3;304
Соломахина;Стела;Professor;3;305
Фирсов;Игорь;Student;1;100
Няшин;Илья;Academic;4;405
Ошуркова;Любава;Academic;4;407
Божко;Даниил;Lecturer;2;202
Никитенко;Евсей;Dean;5;508
Кондракова;Розалия;Professor;3;304
Летавина;Виктория;Dean;5;507
Маркина;Оксана;Professor;3;304
Баранов;Онуфрий;Dean;5;507
Карпенцев;Прохор;Professor;3;305
Баскаков;Сергей;Lecturer;2;203
Кустова;Агафья;Professor;3;305
Шилов;Осип;Student;1;101
Кунаева;Евдокия;Professor;3;303
Забабурин;Нестор;Student;1;101
Ярыгина;Регина;Dean;5;507
Дудко;Прокофий;Student;1;101
Дейнекин;Гавриил;Dean;5;507
Меншикова;Мирослава;Dean;5;508
Ягренев;Капитон;Dean;5;508
Аюшиев;Дмитрий;Dean;5;507
Грибова;Жанна;Academic;4;406
Ряполов;Аскольд;Dean;5;508
Хорошилова;Анфиса;Professor;3;304
Юдина;Роза;Professor;3;305
Куприянова;Марина;Student;1;101
Оленев;Эмиль;Academic;4;406
Снегирёва;Анфиса;Dean;5;508
Шашлова;Валентина;Dean;5;508
Язькова;Мирослава;Student;1;100
Капитонов;Архип;Professor;3;305
Углова;Роза;Academic;4;406
Козлов;Всеволод;Dean;5;507
Косарёва;Валентина;Lecturer;2;202
Свистовский;Эрнст;Academic;4;406
Лебедкова;Эльвира;Professor;3;305
Дуболазова;Зинаида;Academic;4;406
Тимиряев;Рюрик;Lecturer;2;201
Скуратова;Стела;Lecturer;2;201
Плахтюрин;Филипп;Lecturer;2;202
Сусляков;Авдей;Academic;4;405
Пыхтина;Изольда;Student;1;101
Решетов;Вадим;Dean;5;507
Наумов;Елисей;Student;1;100
Некрестьянов;Никанор;Lecturer;2;201
Елисеева;Оксана;Academic;4;405
Андреюшкин;Семен;Professor;3;304
Драке;Харитон;Lecturer;2;203
Трунина;Изольда;Dean;5;507
Хигир;Марк;Academic;4;405
Янкилевский;Алексей;Dean;5;508
Суворкин;Карл;Professor;3;303
Первак;Авдей;Student;1;100
Канунников;Тихон;Professor;3;304
Лазуткин;Капитон;Academic;4;406
Абросимова;Марфа;Professor;3;303
Фадеев;Архип;Academic;4;406
Дыховичный;Екатерина;Lecturer;2;202
Никоненко;Венедикт;Academic;4;406
Клокова;Стела;Dean;5;507
Маланов;Дементий;Academic;4;406
Сагунова;Доминика;Dean;5;508
Гарина;Наталья;Professor;3;304
Казаринов;Юлиан;Academic;4;407
Ерофеев;Ираклий;Dean;5;508
Апевалов;Зиновий;Academic;4;406
Семерикова;Майя;Academic;4;406
Селиванов;Ипполит;Dean;5;508
Косма;Маргарита;Academic;4;406
Боброва;Яна;Professor;3;304
Коломников;Кондрат;Student;1;101
Бока;Ирина;Dean;5;508
Смышляев;Евдоким;Professor;3;305
Коптильникова;Анисья;Professor;3;305
Голышева;Пелагея;Lecturer;2;203
Соловьёв;Серафим;Academic;4;406
Шишлов;Степан;Dean;5;508
Толмачёва;Ирина;Dean;5;507
Щукина;Инга;Lecturer;2;202
Лялюшкина;Валерия;Dean;5;508
Пушкин;Артём;Academic;4;405
Шелагина;Рената;Professor;3;303
Гершельман;Артём;Student;1;101
Губанова;Лариса;Lecturer;2;202
Цирульников;Лука;Student;1;101
Артёмов;Иосиф;Student;1;101
Дудченко;Степан;Professor;3;305
Набоко;Макар;Lecturer;2;203
Устимович;Чеслав;Professor;3;304
Корнева;Валентина;Lecturer;2;202
Лоськова;Всеслава;Dean;5;507
Перешивкина;Доминика;Lecturer;2;203
Индик;Дементий;Professor;3;304
Ивашева;Лариса;Professor;3;303
Клюшникова;Ольга;Professor;3;304
Янцев;Кондрат;Academic;4;406
Яцунова;Александра;Academic;4;405
Стаина;Нина;Student;1;100
Пестов;Демьян;Student;1;100
Шкригунова;Эмилия;Professor;3;304
Канадин;Лаврентий;Dean;5;508
Богуна;Василиса;Academic;4;405
Глебов;Юлий;Academic;4;405
Лясин;Казимир;Lecturer;2;202
Бугаков;Нестор;Professor;3;304
Ручкин;Адам;Dean;5;508
Баландина;Анастасия;Dean;5;507
Эмскиха;Марина;Professor;3;304
Авдиенко;Всеволод;Student;1;101
Мысляева;Галина;Student;1;100
Каримов;Аким;Professor;3;304
Бодрова;Диана;Dean;5;507
Жарикова;Владлена;Student;1;100
Загряжский;Иосиф;Academic;4;406
Дудин;Андриян;Student;1;101
Слобожанин;Валентин;Lecturer;2;203
Артёмов;Емельян;Dean;5;507
Гретченко;Павел;Lecturer;2;202
Щепкин;Юлий;Academic;4;405
Тянникова;Наталья;Academic;4;407
Набутов;Иван;Student;1;100
Дагиров;Измаил;Lecturer;2;203
Бабуров;Марк;Lecturer;2;203
Гальцев;Дмитрий;Professor;3;303
Кузубова;Элеонора;Academic;4;406
Матвеева;Ефросинья;Dean;5;507
Черенчиков;Дмитрий;Professor;3;303
Трунин;Семен;Student;1;101
Абросимова;Анисья;Student;1;100
Ямалтдинова;Влада;Academic;4;405
Беломестова;Софья;Student;1;100
Соломахина;Марианна;Dean;5;507
Тамаркина;Аза;Dean;5;507
Шаврин;Харитон;Academic;4;406
Цыркунова;Юлия;Dean;5;508
Лисов;Евсей;Student;1;100
Страхова;Светлана;Academic;4;407
Низовский;Даниил;Dean;5;507
Милехин;Ян;Dean;5;507
Комарова;Ника;Student;1;101
Якшибаев;Дементий;Lecturer;2;203
Менщиков;Владислав;Student;1;100
Дорога;Кристина;Student;1;101
Лукина;Ольга;Professor;3;304
Ефремович;Лев;Academic;4;407
Яков;Капитон;Dean;5;508
Жарыхин;Зиновий;Lecturer;2;202
Братцев;Авдей;Dean;5;507
Березовский;Платон;Lecturer;2;201
Желвакова;Стела;Student;1;101
Крючков;Федор;Dean;5;508
Васнецов;Всеволод;Lecturer;2;203
Яковенко;Альбина;Lecturer;2;203
Шабанов;Георгий;Lecturer;2;202
Епанчин;Изяслав;Professor;3;303
Морин;Вячеслав;Academic;4;405
Ермилова;Владислава;Lecturer;2;202
Уланов;Мартын;Lecturer;2;202
Сайбаталова;Нона;Professor;3;304
Шелепина;Вероника;Academic;4;405
Марченко;Инна;Professor;3;304
Ионова;Ева;Academic;4;405
Фукин;Бронислав;Professor;3;303
Поварницына;Маргарита;Professor;3;305
Еськин;Яков;Dean;5;508
Клименко;Екатерина;Academic;4;405
Цорна;Александра;Student;1;100
Пургина;Раиса;Lecturer;2;203
Самохина;Вера;Academic;4;406
Горшкова;Ксения;Student;1;101
Царёва;Марфа;Professor;3;305
Игошина;Бронислава;Dean;5;508
Ивашева;Валерия;Professor;3;303
Зыкова;Наталия;Professor;3;304
Мишнева;Нона;Professor;3;303
Шишков;Даниил;Student;1;100
Ожогина;Всеслава;Student;1;101
Балыков;Кирилл;Dean;5;507
Рунов;Владилен;Academic;4;405
Султанова;Анастасия;Academic;4;406
Розанов;Самсон;Professor;3;305
Киселев;Кондратий;Academic;4;405
Дутов;Давид;Dean;5;508
Жарикова;Ева;Dean;5;508
Подмазко;Игнатий;Academic;4;406
Браславец;Артур;Academic;4;406
Яловегин;Рюрик;Professor;3;304
Ростова;Ева;Professor;3;305
Горшков;Федот;Lecturer;2;202
Зубков;Герасим;Lecturer;2;203
Кашников;Федот;Academic;4;406
Корниец;Евграф;Professor;3;304
Набадчиков;Остап;Lecturer;2;202
Лероев;Юрий;Student;1;101
Азаренков;Евстигней;Academic;4;405
Карасёва;Доминика;Academic;4;406
Званцева;Роза;Academic;4;406
Едемский;Осип;Professor;3;305
Фролов;Ярослав;Academic;4;405
Кондюрина;Алла;Student;1;101
Головченко;Тимофей;Dean;5;508
Хлопонин;Борис;Dean;5;508
Буланова;Майя;Student;1;100
Тимирёва;Лидия;Student;1;100
Карандасов;Борислав;Professor;3;305
Ященко;Эмма;Dean;5;508
Керимбаев;Павел;Dean;5;508
Ураков;Фома;Dean;5;508
Веденеева;Валерия;Dean;5;507
Тэн;Остап;Professor;3;303
Вельяминова;Стела;Professor;3;303
Борзилов;Тихон;Professor;3;303
Попков;Лев;Professor;3;305
Травкина;Оксана;Academic;4;407
Вергун;Семен;Student;1;100
Ярыкина;Каролина;Dean;5;508
Сидорова;Виктория;Academic;4;405
Колотушкин;Иннокентий;Professor;3;304
Беломестный;Анастасия;Dean;5;508
Петраков;Тимофей;Lecturer;2;202
Бабина;Антонина;Student;1;100
Страхова;Пелагея;Professor;3;304
Андрюхин;Игнатий;Student;1;100
Грибкова;Дина;Lecturer;2;203
Колпакова;Ангелина;Professor;3;303
Санькова;Лиана;Student;1;100
Крупина;Алина;Academic;4;406
Якушев;Григорий;Lecturer;2;202
Низенький;Кир;Dean;5;507
Кочергова;Инна;Academic;4;405
Няшина;Маргарита;Lecturer;2;202
Другаль;Геннадий;Professor;3;305
Блаженов;Авдей;Lecturer;2;202
Курневича;Ксения;Professor;3;304
Чуканова;Наталия;Dean;5;507
Бокарёв;Рюрик;Academic;4;406
Черномырдин;Адриан;Professor;3;305
Сиянгулов;Антип;Dean;5;508
Ягунова;Наталия;Lecturer;2;202
Шепелева;Рената;Academic;4;406
Набадчиков;Филипп;Academic;4;406
Касатый;Василиса;Academic;4;405
Мармазов;Михаил;Academic;4;406
Мышелова;Ефросинья;Dean;5;508
Чучанов;Фока;Dean;5;508
Балин;Валерий;Lecturer;2;203
Колобов;Макар;Dean;5;508
Буслаев;Тимур;Professor;3;304
Талалин;Всеволод;Student;1;100
Шверника;Христина;Academic;4;406
Ерохина;Лилия;Student;1;101
Ягнятев;Алексей;Student;1;101
Толбугин;Михей;Academic;4;406
Шурьев;Евдоким;Lecturer;2;203
Сушилова;Оксана;Student;1;100
Чебыкина;Наталья;Professor;3;304
Кайназарова;Диана;Dean;5;507
Эмский;Фадей;Academic;4;406
Белозерцев;Елизар;Academic;4;405
Кувардин;Валерьян;Professor;3;305
Железкин;Зиновий;Lecturer;2;202
Летова;Элеонора;Academic;4;406
Миков;Сократ;Student;1;100
Кондаков;Дмитрий;Lecturer;2;201
Кораблёва;Инесса;Student;1;100
Глебов;Яков;Dean;5;507
Зуйкова;Полина;Student;1;101
Фильченков;Изяслав;Student;1;100
Куксилов;Валерий;Dean;5;508
Енина;Наталия;Lecturer;2;203
Кулибин;Максимильян;Lecturer;2;202
Баскакова;Кристина;Academic;4;406
Кузубова;Майя;Lecturer;2;201
Шаршин;Герасим;Student;1;101
Шарова;Виктория;Professor;3;304
Акинфеев;Вячеслав;Professor;3;304
Яблонцева;Злата;Academic;4;406
Языкина;Майя;Student;1;101
Казнов;Валерий;Lecturer;2;203
Корнейчука;Ариадна;Student;1;100
Чурсунова;Ксения;Student;1;100
Чигиркин;Александр;Student;1;101
Абалышева;Тамара;Student;1;101
Ульяшин;Аркадий;Student;1;100
Саянский;Аким;Professor;3;304
Токмакова;Галина;Student;1;101
Бурдуковский;Капитон;Dean;5;508
Кононова;Анфиса;Dean;5;507
Ивашечкина;Рада;Professor;3;303
Ярощук;Серафим;Lecturer;2;203
Кашарина;Маргарита;Dean;5;507
Ягодников;Михей;Dean;5;507
Бильбасова;Алла;Lecturer;2;202
Чудова;Ирина;Academic;4;406
Санькова;Бронислава;Professor;3;304
Погребнов;Серафим;Student;1;100
Ювелева;Ульяна;Professor;3;305
Хейчеев;Гавриил;Professor;3;304
Гандельман;Григорий;Dean;5;507
Воронова;Клара;Student;1;101
Папенина;Эвелина;Student;1;101
Удома;Галина;Dean;5;507
Михалицин;Моисей;Professor;3;304
Язькова;Дарья;Academic;4;406
Галыгин;Владилен;Professor;3;303
Русинов;Ян;Professor;3;304
Шишкин;Юлиан;Dean;5;508
Александрович;Трофим;Professor;3;304
Акинфеева;Людмила;Dean;5;508
Яцко;Татьяна;Professor;3;305
Аллилуева;Стела;Academic;4;406
Фонвизина;Светлана;Academic;4;406
Веретёнов;Евгений;Lecturer;2;202
Самошина;Регина;Professor;3;305
Бармыкин;Ян;Professor;3;304
Кощеева;Альбина;Student;1;100
Швечикова;Ульяна;Professor;3;305
Теплых;Харитон;Student;1;100
Катериночкин;Глеб;Academic;4;406
Яманов;Агап;Dean;5;508
Осокин;Порфирий;Dean;5;508
Кабаева;Кристина;Lecturer;2;203
Дёмшина;Светлана;Academic;4;406
Яхаева;Людмила;Academic;4;405
Чиграков;Рюрик;Professor;3;305
Дубровский;Соломон;Professor;3;304
Шуленкова;Рената;Lecturer;2;203
Бруевича;Берта;Professor;3;304
Покалюка;Инна;Academic;4;406
Дмитриева;Вероника;Professor;3;304
Шастин;Капитон;Dean;5;508
Ягодников;Юлий;Student;1;101
Абоимова;Эльвира;Lecturer;2;202
Барышева;Софья;Lecturer;2;202
Кожевникова;Кристина;Dean;5;507
Вырыпаев;﻿Август;Lecturer;2;201
Грибкова;Лидия;Academic;4;405
Сьянов;Прокофий;Professor;3;303
Синицын;Евстигней;Academic;4;405
Сунгатулина;Агафья;Student;1;100
Сулимова;Раиса;Lecturer;2;202
Лебедкова;Маргарита;Lecturer;2;203
Чебыкина;Юлия;Dean;5;508
Дрягин;Родион;Dean;5;507
Сычёв;﻿Август;Professor;3;305
Мигунов;Порфирий;Student;1;100
Брязгина;Лада;Professor;3;304
Есаулова;Анфиса;Academic;4;406
Цур-Милен;Парфен;Lecturer;2;201
Карбаинов;Архип;Lecturer;2;203
Косарёва;Маргарита;Professor;3;303
Фролов;Рюрик;Professor;3;305
Уланова;Екатерина;Dean;5;507
Казнов;Яков;Dean;5;508
Логутенко;Никифор;Lecturer;2;202
Яхненко;Алина;Dean;5;507
Щитта;Доминика;Student;1;101
Рейслера;Майя;Dean;5;508
Грибова;Изольда;Student;1;101
Дыховичный;Елена;Dean;5;508
Староволкова;Христина;Student;1;100
Валюхов;Кирилл;Professor;3;304
Жвикова;Ефросиния;Dean;5;507
Гречко;Диана;Professor;3;303
Веденеева;Нона;Academic;4;406
Фанин;Самсон;Academic;4;405
Спирьянова;Эмма;Lecturer;2;203
Менде;Изяслав;Student;1;100
Пугина;Ангелина;Academic;4;406
Горелов;Кондрат;Lecturer;2;202
Ясинова;Ксения;Professor;3;303
Марина;Инесса;Student;1;101
Половов;Демьян;Lecturer;2;203
Тамаркина;Ариадна;Academic;4;406
Изюмов;Никанор;Academic;4;406
Мисалова;Софья;Professor;3;304
Хейчеев;Кондратий;Lecturer;2;203
Тихомиров;Кондратий;Dean;5;507
Коромыслова;Лилия;Student;1;100
Максимушкин;Василий;Professor;3;304
Авдонин;Герман;Dean;5;508
Самарина;Нина;Academic;4;405
Лыков;Андрей;Lecturer;2;202
Вирановский;Макар;Lecturer;2;202
Яцков;Тимур;Student;1;100
Шаврина;﻿Агата;Lecturer;2;203
Ягуткина;Ариадна;Lecturer;2;203
Кризько;Ника;Professor;3;303
Оськин;Демьян;Student;1;100
Натаров;Остап;Student;1;100
Крымова;Лада;Student;1;100
Трындин;Аркадий;Academic;4;406
Матизов;Федор;Lecturer;2;202
Юрков;Никита;Academic;4;406
Лисов;Архип;Dean;5;508
Большакова;Милена;Academic;4;406
Лашманова;Эмма;Professor;3;305
Майструк;Соломон;Professor;3;304
Аронова;Алиса;Student;1;101
Расторгуева;Доминика;Dean;5;508
Сукин;Филимон;Academic;4;406
Оскорбин;Геннадий;Professor;3;304
Жданов;Никон;Student;1;100
Попов;Филипп;Dean;5;508
Кокоткин;Вадим;Dean;5;508
Истомин;Игнатий;Lecturer;2;202
Комяхова;Марианна;Student;1;101
Козарь;Людмила;Student;1;101
Яблонов;Валерьян;Lecturer;2;202
Талалихин;Савелий;Academic;4;406
Таначёва;Варвара;Professor;3;304
Званцова;Яна;Lecturer;2;203
Суботин;Глеб;Dean;5;507
Ященко;Ольга;Academic;4;405
Сабанцев;Варфоломей;Student;1;100
Енотин;Соломон;Professor;3;303
Кац;Лавр;Student;1;101
Мельникова;Марина;Professor;3;304
Эскина;Ольга;Lecturer;2;202
Каменева;Эмма;Lecturer;2;203
Караева;Зинаида;Lecturer;2;202
Гавриленков;Никанор;Dean;5;508
Яхлаков;Вацлав;Student;1;100
Ульяшин;Самсон;Academic;4;405
Жданов;Александр;Lecturer;2;202
Апраксина;Эмилия;Academic;4;406
Гриневеца;Александра;Dean;5;507
Кузнецова;Кира;Academic;4;406
Эшман;Юрий;Academic;4;406
Батрутдинов;Игнатий;Dean;5;508
Ласман;Наум;Dean;5;508
Сиянков;Моисей;Dean;5;507
Чиркова;Ефросиния;Academic;4;406
Поливанов;Остап;Student;1;100
Переверзев;Михей;Academic;4;406
Клима;Вероника;Professor;3;303
Друганина;Лиана;Professor;3;305
Смольникова;Маргарита;Lecturer;2;203
Ожогина;Рената;Lecturer;2;203
Хмельнова;Жанна;Dean;5;507
Ефремова;Валерия;Student;1;101
Луньков;Кондратий;Lecturer;2;201
Пургин;Кирилл;Student;1;101
Ямлиханова;Юнона;Lecturer;2;202
Проскуркина;Ираида;Professor;3;305
Волобуева;Агния;Academic;4;406
Носатенко;Ираида;Dean;5;508
Аносова;Светлана;Academic;4;405
Кортнева;Василиса;Academic;4;405
Кошкова;Алла;Professor;3;304
Винтухов;Назар;Professor;3;305
Суворов;Нестор;Student;1;100
Михайличенко;Варвара;Lecturer;2;201
Янзинов;Степан;Dean;5;507
Тамахин;Федор;Academic;4;406
Ябурова;Анисья;Academic;4;406
Яблоков;Евстигней;Professor;3;304
Эссена;Владислава;Professor;3;303
Луговой;Рада;Academic;4;405
Игнатова;Кира;Lecturer;2;202
Ратникова;Дарья;Lecturer;2;203
Ярема;Семён;Professor;3;304
Прибыльнов;Ростислав;Professor;3;303
Фурманов;Макар;Lecturer;2;202
Дорохова;Розалия;Academic;4;406
Ефремович;Вацлав;Professor;3;305
Курбатова;Ефросиния;Academic;4;406
Подшивалова;Ефросинья;Academic;4;406
Красоткина;Ангелина;Dean;5;507
Шурыгин;Мирослав;Academic;4;405
Ямбушева;Нона;Dean;5;507
Лесков;Виссарион;Dean;5;507
Курсалина;Анфиса;Student;1;101
Аллилуев;Поликарп;Professor;3;304
Глинина;Любава;Student;1;101
Ядрищенский;Захар;Student;1;100
Ерохин;Прокофий;Academic;4;406
Низовцов;Святослав;Academic;4;406
Перфильева;Людмила;Student;1;100
Толмачёва;Лада;Professor;3;305
Ядренников;Варфоломей;Academic;4;407
Гальцев;Лука;Lecturer;2;201
Ивлева;Антонина;Student;1;100
Деревскова;Наталия;Student;1;101
Кутырёв;Прохор;Lecturer;2;202
Кудрявцев;Алексей;Dean;5;507
Штыкова;Валентина;Academic;4;405
Седова;Валерия;Dean;5;507
Старцева;Таисия;Professor;3;303
Тамило;Денис;Student;1;100
Жиганова;Каролина;Dean;5;508
Воронков;Аркадий;Student;1;101
Заседателев;Святослав;Academic;4;406
Марьин;Гаврила;Student;1;100
Скуратова;Любава;Professor;3;304
Лужкова;Антонина;Academic;4;405
Яцкевича;Арина;Academic;4;407
Теребова;Нина;Dean;5;507
Ясевич;Тимофей;Professor;3;305
Каналина;Варвара;Dean;5;508
Якутин;Рюрик;Student;1;100
Яницкий;Юлиан;Student;1;101
Юрьева;Светлана;Academic;4;407
Помельников;Зиновий;Dean;5;508
Санников;Демьян;Academic;4;406
Буковски;Модест;Academic;4;406
Шелыгин;Ким;Dean;5;508
Тотенкова;Регина;Academic;4;406
Державина;Дарья;Academic;4;405
Цаплин;Георгий;Academic;4;405
Шурьева;Марфа;Dean;5;508
Борисюка;Инна;Academic;4;406
Головкин;Демьян;Lecturer;2;203
Черепанов;Олег;Student;1;100
Тютчев;Богдан;Professor;3;304
Нилова;Рада;Student;1;101
Кравцев;Евдоким;Professor;3;303
Пыстогов;Марк;Lecturer;2;202
Кваснина;Анастасия;Dean;5;508
Травина;Розалия;Dean;5;507
Юракин;Федот;Dean;5;508
Фаммуса;Агния;Dean;5;507
Елагина;Аза;Lecturer;2;203
Кустов;Самсон;Dean;5;507
Кузнецов;Кирилл;Academic;4;405
Дарбиняна;Бронислава;Academic;4;406
Фонвизина;Эльвира;Student;1;100
Сапалёва;Агафья;Student;1;100
Строганова;Яна;Student;1;100
Коврова;Валерия;Professor;3;304
Дресвянина;Александра;Lecturer;2;202
Пирожков;Прохор;Dean;5;507
Карнаухова;Ариадна;Student;1;101
Носачёв;Агап;Student;1;100
Тукай;Иннокентий;Professor;3;305
Монаков;Артур;Academic;4;405
Кузнецова;Инга;Professor;3;303
Ермаков;Остап;Student;1;100
Лоскутова;Ульяна;Professor;3;304
Гавриленкова;Арина;Professor;3;304
Бузыцкова;Людмила;Dean;5;508
Комзина;Марианна;Dean;5;508
Ямбушев;Вячеслав;Lecturer;2;201
Мажулина;Ева;Academic;4;407
Цирюльников;Евгений;Student;1;100
Юбкин;Евстигней;Lecturer;2;201
Язьков;Лукьян;Academic;4;407
Мирнова;Лариса;Academic;4;406
Характерова;Ульяна;Professor;3;305
Хабалов;Ян;Lecturer;2;202
Шумов;Евграф;Student;1;101
Попырин;Леонид;Professor;3;304
Есипов;Николай;Dean;5;508
Ожогина;Любовь;Academic;4;406
Жаглин;Парфен;Student;1;100
Арсеиньева;Яна;Student;1;101
Бояринов;Феофан;Academic;4;406
Мичурин;Мстислав;Dean;5;508
Моргунова;Инесса;Lecturer;2;203
Запорожеца;Виктория;Dean;5;508
Филенков;Юлиан;Academic;4;406
Казакевича;Ярослава;Dean;5;507
Вершинин;Никанор;Academic;4;406
Козлитина;Марфа;Student;1;100
Вольпов;Федор;Lecturer;2;203
Лекомцев;Агафон;Student;1;100
Чумакова;Пелагея;Academic;4;405
Ханцев;Аким;Lecturer;2;202
Гаврюшина;Юлия;Professor;3;304
Спирьянова;Аза;Dean;5;507
Чуличков;Капитон;Academic;4;406
Карюгин;Юлий;Lecturer;2;203
Рамазанова;Эвелина;Academic;4;406
Дагина;Ксения;Professor;3;303
Хохорин;Самсон;Dean;5;508
Зефирова;Валентина;Student;1;100
Крака;Ариадна;Academic;4;405
Кашарин;Мартын;Professor;3;305
Жиленкова;Оксана;Academic;4;406
Ловзанский;Адриан;Professor;3;303
Райкова;Фаина;Dean;5;508
Никаев;Феликс;Lecturer;2;203
Пузаков;Дмитрий;Professor;3;304
Клоков;Антип;Academic;4;406
Сайбаталова;Виктория;Lecturer;2;203
Селезнёв;Вадим;Academic;4;406
Зууфин;Олег;Dean;5;508
Шерстова;Наталия;Professor;3;304
Тепляков;Захар;Student;1;100
Харитонов;Федор;Professor;3;303
Родионов;Фома;Dean;5;507
Сайтахметова;Клара;Professor;3;304
Ящина;Ольга;Academic;4;406
Вырыпаев;Максимильян;Professor;3;304
Сидорова;Александра;Dean;5;507
Дудина;Галина;Student;1;101
Ёлкин;Владилен;Lecturer;2;202
Лапотников;Адам;Student;1;101
Низамутдинов;Тихон;Professor;3;304
Сиянков;Терентий;Dean;5;508
Таушев;Руслан;Academic;4;405
Абрашин;Виктор;Professor;3;304
Ямщикова;Наталья;Lecturer;2;201
Медведкова;Раиса;Academic;4;406
Кононова;Ирина;Professor;3;304
Каржов;Лукьян;Dean;5;507
Дорохова;Анисья;Dean;5;507
Корниец;Тимофей;Professor;3;304
Язева;Лада;Academic;4;406
Воейков;Олег;Student;1;100
Приходько;Злата;Professor;3;305
Чебыкин;Лев;Lecturer;2;201
Чеботов;Тихон;Student;1;101
Белоусов;Матвей;Dean;5;508
Надервель;Эрнст;Student;1;100
Лепёхин;Евграф;Lecturer;2;202
Квартовский;Богдан;Lecturer;2;202
Эйбоженко;Егор;Dean;5;508
Шилова;Ева;Academic;4;406
Русинов;Нестор;Academic;4;405
Путинцев;Дементий;Student;1;100
Капустин;Георгий;Student;1;101
Кравчука;Бронислава;Lecturer;2;202
Энгалычева;Светлана;Student;1;100
Якухина;Дарья;Dean;5;508
Янишина;Клара;Lecturer;2;202
Чкалов;Варфоломей;Academic;4;405
Витюгова;Алина;Student;1;101
Пургин;Эммануил;Professor;3;305
Минеев;Валерий;Academic;4;406
Куксилина;Агния;Academic;4;406
Шамов;Игнатий;Professor;3;304
Капылюшный;Яна;Student;1;100
Новолодский;Дмитрий;Academic;4;406
Щукин;Филимон;Dean;5;507
Буриличева;Маргарита;Lecturer;2;203
Давыдкин;Руслан;Student;1;101
Шагидзянова;Надежда;Dean;5;507
Шепелева;Аза;Lecturer;2;202
Бармыкин;Роман;Professor;3;304
Валуева;Милена;Dean;5;508
Пондякова;Алина;Professor;3;304
Рудникова;Дарья;Academic;4;406
Кривков;Данила;Dean;5;508
Якунин;Игорь;Dean;5;507
Шаломенцева;Изольда;Academic;4;406
Калошин;Демьян;Lecturer;2;202
Менде;Юлиан;Dean;5;507
Автухов;Елизар;Professor;3;304
Буклин;Лука;Professor;3;304
Киреев;Савелий;Dean;5;507
Коньякова;Лилия;Lecturer;2;202
Бебнева;Анфиса;Professor;3;303
Титов;Петр;Dean;5;507
Ивазова;Наталия;Dean;5;508
Хорошилова;Ефросинья;Professor;3;304
Чернецкий;Трофим;Lecturer;2;202
Хитрово;Тихон;Student;1;101
Кобзева;Зоя;Academic;4;406
Сухарев;Всеволод;Lecturer;2;202
Меншикова;Юлия;Student;1;101
Созыкин;Мир;Academic;4;405
Шамякин;Руслан;Dean;5;507
Сязи;Валерия;Student;1;100
Ишутин;Архип;Lecturer;2;202
Михайлов;Онуфрий;Student;1;100
Набатов;Филипп;Student;1;100
Павленко;Рада;Professor;3;303
Якунькин;Платон;Student;1;100
Разин;Якуб;Academic;4;405
Сязи;Георгий;Student;1;101
Якунин;Прохор;Professor;3;304
Беляков;Иннокентий;Academic;4;406
Эйлер;Григорий;Lecturer;2;201
Лапин;Петр;Academic;4;406
Лоскутов;Всеволод;Professor;3;305
Папанов;Алексей;Professor;3;304
Кандакова;Оксана;Lecturer;2;202
Худякова;Татьяна;Lecturer;2;201
Бойдало;Мир;Lecturer;2;202
Шабунин;Владислав;Dean;5;508
Маматов;Лукьян;Dean;5;507
Урбановский;Руслан;Academic;4;406
Ульяшина;Мария;Student;1;100
Якубовский;Владимир;Dean;5;507
Шумов;Якуб;Professor;3;304
Алленов;Рюрик;Student;1;100
Толбугин;Мефодий;Lecturer;2;202
Гунина;Изольда;Dean;5;507
Кощеева;Ксения;Lecturer;2;202
Прибыльнова;Клара;Student;1;101
Железнов;Макар;Student;1;100
Бондарева;Владлена;Student;1;100
Лаврова;Дарья;Dean;5;508
Цой;Лилия;Lecturer;2;203
Дудко;Светлана;Lecturer;2;202
Жарков;Михаил;Academic;4;405
Моряков;Елисей;Academic;4;405
Шевелёка;Елизавета;Academic;4;406
Базанова;Дина;Academic;4;406
Скуратова;Доминика;Professor;3;305
Лелуха;Кира;Dean;5;507
Пережогина;Майя;Academic;4;406
Адоратский;Аркадий;Dean;5;507
Ковшевников;Соломон;Professor;3;303
Шаронов;Филимон;Professor;3;303
Эмскиха;Алиса;Academic;4;405
Справцева;Евдокия;Lecturer;2;201
Карамзин;Виссарион;Student;1;100
Кудрин;Осип;Lecturer;2;202
Яценковский;Потап;Student;1;100
Караулин;Денис;Student;1;100
Маринин;Борис;Dean;5;508
Ястребова;Ираида;Professor;3;304
Яшуков;Алексей;Lecturer;2;202
Капустов;Дмитрий;Lecturer;2;202
Чукреева;Валерия;Dean;5;508
Павлова;Марфа;Dean;5;507
Канунников;Всеволод;Student;1;101
Яковиченко;Наталия;Academic;4;407
Тимирёв;Всеслав;Student;1;100
Каде;Роман;Dean;5;507
Денисов;Зиновий;Professor;3;305
Яушкина;Инна;Academic;4;406
Ян;Карл;Professor;3;304
Бурцев;Адам;Student;1;101
Родионова;Клара;Lecturer;2;203
